Date,Conference,Session,Country,Groupe of Country,Signals,Keywords,"Notes ",ID
"September 19, 2025",HRC 60,General Debate- Item 3,Algeria,AFG,"Western Sahara ; Genocide Palestine ","Palestinian People, Western Sahara",,3
"September 19, 2025",HRC 60,General Debate- Item 3,Ukraine,"EEG, Lublin Triangle","Ukrainian Children return needs international cooperation; ",Ukrainian Children,,4
"September 19, 2025",HRC 60,General Debate- Item 3,Iran,APG,"Right to development foreign occupation unilateral measure undermine the right  ar,ing vulnerable groups and gaza situation but mostly right of development ","Palestinian People, RTD, Unilateral measure",,7
"September 19, 2025",HRC 60,General Debate- Item 3,UAE,APG,Candidacy; Right to have a Family Life,"HRC Candidacy, Promotion",,8
"September 19, 2025",HRC 60,General Debate- Item 3,Russia,EEG,Hatred against Russia; Russiophobia; disinformation campaign; Ban of Russian media,Russophobia,,6
"September 19, 2025",HRC 60,General Debate- Item 3,Nepal,APG,Right to development,"Promotion, RTD",,9
"September 19, 2025",HRC 60,General Debate- Item 3,Azerbaidjan,EEG,Right to development,RTD,,10
"September 19, 2025",HRC 60,General Debate- Item 3,Iraq,APG,Calls on Srs to end genocide war crime end crime against humanity,"Crime against Humanity, Genocide, War Crime",,11
"September 19, 2025",HRC 60,General Debate- Item 3,"Maleysia, NAM",APG,Creation of Ombudsman Institution; protection of whistleblowers,Promotion,,14
"September 19, 2025",HRC 60,General Debate- Item 3,Armenia,EEG,Permanent representative elected at bureau ECOSOC,"ECOSOC, Promotion",,12
"September 19, 2025",HRC 60,General Debate- Item 3,Belarus,EEG,"Human Right System should be reorganized; Promotion of western ideology; ",Sovereignty,,13
"September 19, 2025",HRC 60,General Debate- Item 3,ONU Sida,UN,Liquidity crisis,Liquidity Crisis,,15
"September 19, 2025",HRC 60,General Debate- Item 3,Egypt,AFG,Move away from double standards; Condemn Genocide; Preparing to become a member of the Council;,"Double Standards, Genocide, HRC Candidacy, Palestinian People",,16
"September 19, 2025",HRC 60,General Debate- Item 3,"APG, Bahrein",APG,Establish an NHRI,"ICCPR, RTD",,17
"September 19, 2025",HRC 60,General Debate- Item 3,Nigeria,AFG,Value collaboration with partners,RTD,,18
"September 19, 2025",HRC 60,General Debate- Item 3,India,APG,"No finger pointing; Global South need (Support ?) from the council ; no finger pointing; ","Double Standards, Global South, RTD",,19
"September 19, 2025",HRC 60,General Debate- Item 3,Venezuela,GRULAC,Accompanied victims of enforced disappearance in Salvador; US sanctions is threatening the stability in the region; Urge to condemn the actions of the US,"Condemn the US, Enforced disappearence, Unilateral measure",,20
"September 19, 2025",HRC 60,General Debate- Item 3,Serbia,EEG,Migrant status; human right based approach,"HR Based Approach, Migrant Status",,22
"September 19, 2025",HRC 60,General Debate- Item 3,Afghanistan,APG,"Restriction of internet access; Seeking for support; ",Seek support,,23
"September 19, 2025",HRC 60,General Debate- Item 3,Jordan,APG,Occupation of Palestine is an agression,"Palestinian People, RTD",,24
"September 19, 2025",HRC 60,General Debate- Item 3,Uganda,AFG,The election will be protected by the law,Promotion,,25
"September 19, 2025",HRC 60,General Debate- Item 3,Tunisia,AFG,Legally Binding Instrument for RTD,RTD,,26
"September 19, 2025",HRC 60,Side Event - Balancing Freedom of Expression and Freedom of Religion of Belief online,"PM Switzerland, PR Albania","EEG, WOEG",Focused on Hate speech a lot of promotion;,"Freedom of Religion, Freedom of Speech",,27
"September 19, 2025",HRC 60,Side Event - Addressing The use of military and security enterprises in protection exploitation and conservation of natural ressources,"NGO Trial Int., UNWG on Mercenaries","NGO, OHCHR","Call for Legally Binding Instrument to regulate military ; Trial calls extraterritorial jurisdiction; universal jurisdiction; remedies ","Extraterritorial jurisdiction, LBI on military, Mercenaries, Military, Universal jurisdiction",,29
"September 19, 2025",HRC 60,General Debate- Item 3,Cyprus,"APG, WOEG",Northern Cyprus,"Northern Cyprus, Occupied territories",,28
"September 19, 2025",HRC 60,General Debate- Item 3,Republique of Korea,APG,Japan crimes against Humanity,Crime against Humanity,,30
"September 19, 2025",HRC 60,General Debate- Item 3,Turkyie,APG,Judicial independence ;  NHRI has effective remedy ;  Turkey Cypriote island occupied territories of Cyprus,"Judicial independence, Northern Cyprus, Occupied territories",,31
"September 19, 2025",HRC 60,General Debate- Item 3,Armenia,EEG,Armenia right to reply of Azerbaijan critique that Azeris takes only recommendations of the working group ; ask for the freedom of their citizen,"Arbitrary Detention, WGAD",,32
"September 19, 2025",HRC 60,General Debate- Item 3,Sudan,AFG,Reject the statement of WGAD ;   The report does not reflect the reality on the ground and that the organization Is qualifying mercenaries people has their on people ; Alleged used of force ; Rejected accusation of Human Right violation ;  Paid organization that lack objectivity,"HR Violations, Mercenaries, WGAD",,33
"September 19, 2025",HRC 60,General Debate- Item 3,Lithuania,EEG,Transnational repression of Belarus people ; Lithuania safeguards refugee from Belarus,Transnational Repression,,34
"September 19, 2025",HRC 60,General Debate- Item 3,Thailande,APG,Justification of arrest of Cambodian soldiers saying that detention was not arbitrary and will be released when they  make sure they won t represent a threat anymore they argue that it is compliant with international law,"Extraterritorial jurisdiction, Transnational Repression, WGAD",,35
"September 19, 2025",HRC 60,General Debate- Item 3,China,APG,"Ngo’s remarks Hong Kong firm opposition ; UK applies false claims against China ;   [X] sold his loyalty for Anti-China and reprisals are in accordance with the law of China ; No persecution on the base of freedom of religion 
Stop shielding Hong Kong narrative","Freedom of Religion, Hong-Kong, N/S, WGAD",,36
"September 23, 2025",HRC 60,General Debate - Item 4,Pakistan,APG," Unhelpful use of country specific mandate ;  Genocide Palestine ;  Urge attention on other occupied territories","Country Specific Mandate, Genocide, Occupied territories, Palestinian People",,37
"September 23, 2025",HRC 60,General Debate - Item 4,"GRULAC, Venezuela",GRULAC,Principle of sovereignty ; Lack of consent of the states  ; Unilateral coercive measure ; Use of force and threat of use of force including crimes against humanity,"Consent of state, Country Specific Mandate, Crime against Humanity, Sovereignty, Unilateral measure",,51
"September 23, 2025",HRC 60,General Debate - Item 4,"NAM, Uganda",AFG,"Council need to address HR violations with impartiality,; Concern of selective approach country specific mandate; Prevent double standards ","Country Specific Mandate, Double Standards, OIN",,50
"September 23, 2025",HRC 60,General Debate - Item 4,"LMDC, Venezuela",GRULAC,Reject politicization of general item 4  resolution ;  Council lack of efficiency ; Proliferation of name and shame;  Launch an appeal to promote constructive dialogue to constructive dialogue with the reality of the country,Politicization,,49
"September 23, 2025",HRC 60,General Debate - Item 4,Iran,APG,West countries target some country at general debate item 4; Imposing sanctions,"N/S, Unilateral measure",,48
"September 23, 2025",HRC 60,General Debate - Item 4,France,WOEG," Firm support for Ukrainian ; Firm support for Russian and Belarussian civil society : Yesterday recognized the Genocide in un New York ; Free 3 French arbitrary detained in Iran","Arbitrary Detention, Genocide, Palestinian People",,47
"September 23, 2025",HRC 60,General Debate - Item 4,Cyprus,WOEG,Hamas must release hostages but gaza strip should remain intact withraw of Cyprus support with journalist,"Hamas, Palestinian People",,46
"September 23, 2025",HRC 60,General Debate - Item 4,Cuba,GRULAC,Rejection of politicly mandate country specific in global south ; Threats against Venezuela by US ,"Country Specific Mandate, Global South, Politicization",,45
"September 23, 2025",HRC 60,General Debate - Item 4,Ethiopia,AFG,All mandate specific mention ; UPR implementation should come with technical assistance and capacity building,"Capacity Building/Technical Assistance, Country Specific Mandate",,44
"September 23, 2025",HRC 60,General Debate - Item 4,China,APG," Against imposition of country specific ; Plus Hong Kong situation","Country Specific Mandate, Hong-Kong",,43
"September 23, 2025",HRC 60,General Debate - Item 4,"Suisse, Swiss",WOEG," Concern about Freedom of Speech in China and Honk Kong,; Condemn attacks in Sudan ; Occupied Palestinian territory, ","Freedom of Speech, Hong-Kong, N/S, OPT, Occupied territories",,42
"September 23, 2025",HRC 60,General Debate - Item 4,Republique of Korea,APG,Belarus concern detained on political grounds ; Supports Syria in the field of HR ;  Nicaragua withdraw from the HR council is deeply regretfully,"Arbitrary Detention, Support",,41
"September 23, 2025",HRC 60,General Debate - Item 4,"Czech, EU",EEG," Russia war ;  Named arbitrary detained people and release of human right defenders ; Nicaragua call of release of arbitrary detained ; Cuba same immediate release of political prisoners ","Arbitrary Detention, N/S",,40
"September 23, 2025",HRC 60,General Debate - Item 4,Georgia,EEG,"Concern about Venezuela and Nicaragua; Georgia illegally occupied territories,","N/S, Occupied territories",,38
"September 23, 2025",HRC 60,General Debate - Item 4,Japan,APG,Mostly China ;  issue of abduction ;  letting  Korea people going back to their home,N/S,,39
"September 23, 2025",HRC 60,General Debate - Item 4,Pays-Bas,WOEG,Gaza suffering humanitarian aid ; Soudan profoundly concerning should cooperate with the fact finding mission ; Russia return people china implement upr recommendation,"Country Specific Mandate, N/S",,52
"September 23, 2025",HRC 60,General Debate - Item 4,Algeria,AFG,State sovereignty ;  Reject selectivity politicisation double standard; Concerns of efficiency of certain mandate,"Country Specific Mandate, Double Standards, Politicization, Sovereignty",,53
"September 23, 2025",HRC 60,General Debate - Item 4,Maldives,APG,"Genocide against Palestinian ; Myanmar situation; Indépendance of the council ","Genocide, Misuse of Council, N/S, Palestinian People",,54
"September 23, 2025",HRC 60,General Debate - Item 4,Allemagne,"EEG, WOEG","Russia must stop oppressing people and civil society, hamas must release hostages ; West bank situation ","Hamas, N/S",,55
"September 23, 2025",HRC 60,General Debate - Item 4,Sudan,AFG,"Reject double standards ;  Misuse of the council ; ","Double Standards, Misuse of Council",,56
"September 23, 2025",HRC 60,General Debate - Item 4,Qatar,APG,"Welcome the roadmap agreed with Syria us and Jordan ; End Israeli an occupation ","Promotion, Support",,57
"September 23, 2025",HRC 60,General Debate - Item 4,Malawi,AFG,"
Sovereignty need for constructive dialogue ensuring accountability for preparator and repartition for victims",Sovereignty,,58
"September 23, 2025",HRC 60,General Debate - Item 4,Belgium,WOEG,"Systemic repression of civil society in Russia, Iran abstain on execution, middle east crisis inn Gaza without space for journalists",Civil Society,,59
"September 23, 2025",HRC 60,General Debate - Item 4,Algeria,AFG,"Polarization and politicize ",Politicization,,60
"September 23, 2025",HRC 60,General Debate - Item 4,Turkyie,APG,Selective accountability ; Stand with Syria people and gov ; Far right urge ; Eu selective approach ;  Non double standards ;  Allegations against turkyie have zero merit,"Double Standards, N/S, Politicization",,61
"September 23, 2025",HRC 60,General Debate - Item 4,Sweden,WOEG,Full accountability for Russia violations ; Political prisoners condemn Belarus ; Support release of Arbitrary detained around the world,"Arbitrary Detention, N/S",,62
"September 23, 2025",HRC 60,General Debate - Item 4,Lithuania,EEG,Russia attacks against and violations in Ukraine ,N/S,,63
"September 23, 2025",HRC 60,General Debate - Item 4,Norway,WOEG,"Freedom of expression attacks of journalists in Gaza safety of journalist globally
",Freedom of Speech,,64
,,General Debate - Item 4,Iran,APG,Politicly motivated resolution in belgium Norway Sweden has been named ; Monitoring mandates double standard beetwin Iran and Israel ; The president calls on country to watch their language when it comes to addressing to the council ,"Double Standards, Intervention, Misuse of Council, N/S",,183
"September 23, 2025",HRC 60,General Debate - Item 4,Finlande,WOEG,"Russia must comply ; Gaza war must end, The humanitarian  aid must come;  Afghanistan, soudan cooperation w factfinding ; China comply ; Everyone should cooperate with un standing invitation for all special procedures ","FFM, N/S, Promotion, Support",,65
"September 23, 2025",HRC 60,General Debate - Item 4,Russia,EEG,Nazi Ukrainian ,N/S,,66
"September 23, 2025",HRC 60,General Debate - Item 4,"EU, Ireland",WOEG,"Venezuela situation ; Immediate ceasefire in Gaza;  Abuse in Afghanistan, Freedom of expression of china, Ouïghours, freedom of assembly in honk Kong, ","Freedom of Speech, Hong-Kong, N/S",,67
"September 23, 2025",HRC 60,General Debate - Item 4,Azerbaidjan,EEG,"Military occupation of it own territory, disapeared and missing Azeris ","Enforced disappearence, Occupied territories",,68
"September 23, 2025",HRC 60,General Debate - Item 4,Sierra Leone,AFG,Welcome the report,"Capacity Building/Technical Assistance, Promotion, Support",,69
"September 23, 2025",HRC 60,General Debate - Item 4,"Austria, EU",WOEG,"Russia condemn Russian attacks against civilian, humanitarian assistance in Gaza;  Unsettlement activities in west bank ; DRC ",N/S,,70
"September 23, 2025",HRC 60,General Debate - Item 4,UK,WOEG,Talibans regime; persecution arbitrary detention;  Torture Iran arrest since the June 12 days of wars; China activist named ,"Arbitrary Detention, N/S",,71
"September 23, 2025",HRC 60,General Debate - Item 4,Canada,WOEG,"In Gaza , condemns Hamas attacks and release of hostages from the 7, two state solution S",Hamas,,72
"September 23, 2025",HRC 60,General Debate - Item 4,Belarus,EEG,Item  4 is West attempt to keep is domination ; Western club high level of racism encouraged at political level ,"Misuse of Council, Politicization",,73
"September 23, 2025",HRC 60,General Debate - Item 4,Slovenia,EEG,"Urgent call on Russia and Belarus to release the children ; Journalist and media workers in Gaza; Independent investigations in Syria call ","Intervention, N/S, Ukrainian Children",,74
"September 23, 2025",HRC 60,General Debate - Item 4,Australia,WOEG,"Iran and Afghanistan persecution on woman and girls and journalist no progression monitored since 2014;  Concerns about Myanmar; Two state solution support but not sure on this one, Uighurs and Tibetans freedom of religion mentioned Dalai lama  concerns about Hong Kong ",N/S,,75
"September 23, 2025",HRC 60,General Debate - Item 4,"EU, Estonia","EEG, WOEG",Russia Russia Russia;  Palestine and Gaza : Israel must respect international law but we need Hamas to release the hostages.,"Hamas, N/S",,76
"September 23, 2025",HRC 60,General Debate - Item 4,Armenia,EEG,Discussion with Azerbaijan is bringing peace to the region ; Release of prisoners of wars ; Missing persons enforced disappearance ,"Enforced disappearence, Promotion",,77
"September 23, 2025",HRC 60,General Debate - Item 4,Erythree,AFG,The council sovereign states no mandate specific polarization of the council ,"Country Specific Mandate, Politicization",,78
"September 23, 2025",HRC 60,General Debate - Item 4,Venezuela,GRULAC,Venezuela reiterate plus support Cuba calling sanction Genocide economic ,"Genocide, Support, Unilateral measure",,79
"September 23, 2025",HRC 60,General Debate - Item 4,Republique of Korea,APG,Calls on specific countries accusing of H.R violation ,N/S,,80
"September 23, 2025",HRC 60,General Debate - Item 4,Afghanistan,APG,Welcome the independent accountability mandate you have to check this  he got more time ,Intervention,,81
"September 23, 2025",HRC 60,General Debate - Item 4,"Danemark, EU",WOEG,"Release of hostages;  West bank ; RDC, China Xizang, Taliban right of woman ; Myanmar escalating context ;  Release of Bahraini arbitrary detained even if there is currently a batch of pardon and then she mentioned a name","Arbitrary Detention, N/S",,82
"September 23, 2025",HRC 60,General Debate - Item 4,Central Africa,AFG,"Support to a single China, object to politicized the UN","Politicization, Support",,83
"September 23, 2025",HRC 60,General Debate - Item 4,GANRHI,NGO,Universal jurisdiction tied to Palestine situation ,"Palestinian People, Universal jurisdiction",,84
"September 23, 2025",HRC 60,Side Event-Nicaragua,,GRULAC,A lot of civil society some countries but mostly no big pr ,,,85
"September 23, 2025",HRC 60,Side Event-Nicaragua,Michael Camilleri,OHCHR, Michael camilleri abuse of the red notice system interesting  ochr  un official very interesting report mentioned about issued report today  I have to check ,Red Notice,,86
"September 24, 2025",HRC 60,Side Event - UN and African Experts,Clément Voule,AFG,"Framework Addis abeba 2012
Mr. Clément Voule former special rapporteur friend of Addis abeba roadmap",Promotion,,105
"September 24, 2025",HRC 60,Side Event - UN and African Experts,,AFG,,Promotion,,106
"September 24, 2025",HRC 60,Side Event - Human Rights In Sri Lanka by HRW,Thyagi Runawanpathrana,APG,"Discussion about resolution or draft resolution 
THYAGI RUNAWANPATHRANA no access to remedies
Announcement of a new mechanism to take up cases but no international cooperation ",Access to remedies,,107
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,SG,UN,"Several trends = self censorship because of fear of reprisals, civil society counter terrorism
6 member states transnational justice ; Targeting of specific groups woman youth LGBTQ ; Dismissing by invoquing national security ","Civil Society, Minorities, Reprisals",,108
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"Fiji, Ghana, Hungary, Ireland, Uruguay",GRULAC,"Concerns of reprisals, condemn in stronger terms acts of reprisal",Reprisals,,109
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"Australia, Canada, New Zeland",WOEG,"Condemns severe restrictions of Nicaragua, share concerns of designation of Russia of  reprisals;  In china 
Indigenous people, hrd in Iran, hrd in Afghanistan, ","N/S, Reprisals",,110
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"Austria, Lishtenstein, Slovenia, Suisse",EEG,"Alarmed about transnational repression, condemn act of intimidation and reprisals, how to strengthen the system ","Transnational Repression, UN System",,111
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,EU,WOEG,"Duty of states to provide protection, support of civil society, promotion long standing at the eu, State misuse of counter terrorism and national security, Condemn reprisals against gender basis, what nature of reprisals through transnational","Civil Society, Promotion, Reprisals",,112
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Ghana,AFG,"Intensifies effort in cooperation with UN 
",Promotion,,113
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"NAM, Venezuela",GRULAC,"Constructive cooperation should engage, rtds ; Illegal application of unilateral coercive measure ; Urge the un system reject this action ","RTD, Unilateral measure",,344
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"Belgium, Luxemburg, Netherland",WOEG,"Hong Kong name call for immediate release, Belarus immediate release, guatemala immediate release, Iran arbitrary release, ibrahim cadar Djibouti return his passport, tran Vietnam release","Arbitrary Detention, N/S",,114
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Lishtenstein,WOEG,Condemns threats attacks and reprisal online and offline welcome the release of the Egyptian journalist but concern about two other cases.,Reprisals,,115
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Norway,WOEG,"Concern by targeting of LGBT+ and minority and lawyers journalist, transnational repression is growing

","Minorities, Transnational Repression",,116
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Danemark,WOEG,"Very concern against Abdul Adi Bahrein, S:R have raised concerns and also raised concerns in this reports he his dual citizen so this is why ",Arbitrary Detention,,117
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Mauritania,AFG,Cooperate fully with commitment wish to protect activist adoption of law 0042221 ; Reinfoced the bodies and judicial system; condemns targeting of un staff in Palestine,"Palestinian People, Promotion, Reprisals",,118
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Indonesia,APG,"Case against Indonesia gov provided replies, cases lacking evidence, OHCHRR must engage gov first to provide sources, Palestian activist are not took in report that is undermining report credibility universal no double standards ","Lack of evidence, UN System",,119
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Cuba,GRULAC,"Focus in developing countries, why nothing about migrant despite several , reject abuse of HR mechanisms selectivity double standard zero checking on veracity of reports, issues that has to be adressed ","Double Standards, Lack of evidence, Misuse of Council, UN System",,120
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Vietnam,APG,Accepted upr and conventions request allegations of numbers of individual for accusation of repression impartiality non selectivity evidence collection ,"Lack of evidence, OIN",,121
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Nepal,APG,"Upr recognition ; advance policies in line with international commitment, non politiciation, reprisal is in acceptable, Nepal value sdg partnership ","Politicization, Reprisals, Support",,122
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Burkina Faso,AFG,"Quality of report congrats, favorable framework set up from gov, promotion of a new law adopted, Burkina is committed to strengthening but respect of national legislation and national security","Sovereignty, Support",,123
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Uruguay,GRULAC,Troubled by trends like youth LGBT …… minority groups reaffirm condemnation against civil actors,"LGBTQ+, Minorities",,124
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Czech,EEG,"Intimidation; fear of reprisals; condemn implementation of legislation; call on Russia to release political prisoners named names ","Arbitrary Detention, Reprisals",,125
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,China,APG,"Opposition report use selectivity the NGOs reports countries like Australia manipulate the narrative defeated china in cases linked to honk Kong, no one is above the law opposed to labeling law enforcement to reprisals","Double Standards, Sovereignty",,126
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Bengladesh,APG,"Our gov has addressed many issues, in particular in the annex part ",Promotion,,127
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Egypt,AFG,"Cooperation importance verified sources for be credible, to advance hidden agendas, verify information's or allegations of reprisals sovereignty of the law and primacy of the legislation cooperation should be free from any abuse ","Lack of evidence, Promotion, Sovereignty",,128
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Kenya,AFG,"Promotion, all actors must cooperate , cooperation with regional cooperation, promotion I think they want a special space in africa for diplomacy idk why, ",Promotion,,129
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,South Africa,AFG,"S:R are subject to intimidation, genocide in Gaza sanctions imposition underlines thee integrity, targeting the multilateral system ","Palestinian People, Reprisals, UN System, Unilateral measure",,130
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Cameroun,AFG," Reject of allegations, we have a robust framework the cases mentioned are political activism name and shaming policies",Promotion,,131
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Palestine,APG,"Sanctions on Francesca Albanese ",Unilateral measure,,132
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Algeria,AFG,Any act of reprisal are inacceptable but collaboration with the un does not remove accountability for perpetrors,"Reprisals, Sovereignty",,133
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Ghana,AFG,Member of Korea group on reprisals ; Promotion ,"Reprisals, Sovereignty",,134
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Equador,GRULAC,"Stong response is needed welcome contribution from HRDs 
Russian federation = attacks from russia unacceptable attempt to interfere, prevent the access of the un on the ground of visa dellverance, gross violation of commitment of switzerland",N/S,,135
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Iran,APG,"Reject content and paragraph 66 67 of the report, any cooperation must be guided by transparency objectivity …: Specifically applies to countries where there is investigation without their content; ","Consent of state, FFM, OIN",,136
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Armenia,EEG,Promotion ,Promotion,,137
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Iraq,APG,"Promotion of their effort, Report allegations from non credible unofficial and the NY embassy replied; Iraq commitment to no tolerence for reprisals","Lack of evidence, N/S, Promotion",,138
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"EU, Poland",EEG,Russia and Belarus attempts  to reduce civic space; commitment pact to the future; ,"N/S, Promotion",,139
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Japan,APG,Growing trend of transnational repression  ;welcome the publication of civic space transnational of OHCHR,Transnational Repression,,140
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Maldives,APG,"Reject all acts of reprisals against SR; Palestinian individuals refuse to be interviewed, victims are tip of iceberg, against Israel ( why what interest do they have )","Palestinian People, Reprisals",,141
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Bolivia,GRULAC,Full support for Francesca Albanese  ,Palestinian People,,142
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,"EU, Germany",WOEG,"Russia china Iran nicaragua, condemn reprisals ","N/S, Reprisals",,143
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Venezuela,GRULAC,Unfunded reference presented by sg; fact finding mission will never be recognized punitive perspective of the report denies collaboration,"FFM, Lack of evidence",,144
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Togo,AFG,Nothing very relèvent ,Promotion,,145
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,Sudan,AFG,Ready to receive complaint and address them ; Suprised of mention of Sudan in report ,Promotion,,146
"September 24, 2025",HRC 60,Interactive Dialogue on the report of SG on cooperation with UN,GANRHI,NGO,"Present a report tomorrow ",Promotion,,147
"September 25, 2025",HRC 60,General Debate - Item 5,Colombia,GRULAC,"Attacks of Francesca Albanese, and cullingam facing sanctions calls on state to respect un process","Palestinian People, Reprisals",,184
"September 25, 2025",HRC 60,General Debate - Item 5,Cuba,GRULAC,Support to un Human Rights 28 30 October forum ; unverified proofs; reject misinformation of un watch carries a campaign on sr on std UP8 ;  behavior sanctions  ,"Lack of evidence, Promotion, UN System",,185
"September 25, 2025",HRC 60,General Debate - Item 5,Sudan,AFG,My country has facilitate entrance and visit of independent expert cooperation welcome the role of the  UN and agencies; welcome the SG calls for unity of Sudan; challenges of un undermine the system by non stakes actors like terrorists;,"Misuse of Council, Promotion, Terrorists, UN System",,186
"September 25, 2025",HRC 60,General Debate - Item 5,Iran,APG,sr should uphold the principle of universality; all the communication should be coupled with the response of the country; treaty bodies lacks of diversity; ,"OIN, UN System",,187
